,address,postcode,rental_price,service_costs,living_area,rooms,bedrooms,bathrooms,balcony,garden,energielabel,url,garden_size,Rental agreement,Deposit,Income requirement,Maximum number of residents,Duration,postcode_beginning,price_pm,energie_class
376,Studio Vleutenseweg,3532HH,1295,,20.0,1.0,0.0,0.0,False,False,,https://www.huurstunt.nl/studio/huren/utrecht/vleutenseweg/46284306,,,2.59,,,,3532,64.75,
377,Appartement Merelstraat,3514CL,1150,175.0,26.0,2.0,1.0,0.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/merelstraat/46285192,,,,,,,3514,44.23076923076923,
378,Appartement Hebe Kohlbruggeweg,3527MD,1500,0.0,67.0,2.0,1.0,1.0,False,False,A++,https://www.huurstunt.nl/appartement/huren/utrecht/hebe-kohlbruggeweg/46284924,,,3000.0,,,,3527,22.388059701492537,2.0
379,Appartement Schoutenstraat,3512GB,1295,,60.0,2.0,1.0,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/schoutenstraat/46283520,,,,,,,3512,21.583333333333332,
380,Kamer Oudegracht,3511AB,730,315.0,24.0,1.0,1.0,1.0,False,False,,https://www.huurstunt.nl/kamer/huren/utrecht/oudegracht/46285644,,,1500.0,,,,3511,30.416666666666668,
381,Appartement Smakkelaarsveld,3511EA,1450,,50.0,2.0,1.0,1.0,True,False,C,https://www.huurstunt.nl/appartement/huren/utrecht/smakkelaarsveld/46284647,,,1450.0,,,,3511,29.0,6.0
382,Huurwoning 2E Spechtstraat,3514TW,1625,0.0,110.0,3.0,2.0,1.0,True,True,,https://www.huurstunt.nl/huurwoning/huren/utrecht/2e-spechtstraat/46284970,,,1625.0,,,,3514,14.772727272727273,
383,Appartement Trumanlaan,3527BM,1530,,75.0,3.0,2.0,2.0,True,False,B,https://www.huurstunt.nl/appartement/huren/utrecht/trumanlaan/46270588,,,2.0,,,,3527,20.4,5.0
384,Appartement Obrechtstraat,3572EE,1495,,70.0,2.0,1.0,1.0,False,True,B,https://www.huurstunt.nl/appartement/huren/utrecht/obrechtstraat/46283512,gelegen op het zuidoosten),,2.99,,,,3572,21.357142857142858,5.0
385,Bedrijfsruimte Spoordijk,3534BD,270,,30.0,,0.0,,False,False,,https://www.huurstunt.nl/bedrijfsruimte/huren/utrecht/spoordijk/46273644,,,,,,,3534,9.0,
386,Appartement Hekelsteeg,3511AK,1325,,51.0,2.0,1.0,1.0,False,True,D,https://www.huurstunt.nl/appartement/huren/utrecht/hekelsteeg/46285436,,,1350.0,,,,3511,25.980392156862745,7.0
387,Huurwoning Piet Heinstraat,3582BX,1675,,70.0,2.0,1.0,0.0,False,True,C,https://www.huurstunt.nl/huurwoning/huren/utrecht/piet-heinstraat/46279161,,,1.675,,,,3582,23.928571428571427,6.0
388,Appartement Nachtegaalstraat,3581AK,1050,,38.0,2.0,,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/nachtegaalstraat/46271068,,,,,,,3581,27.63157894736842,
389,Garage Annastraat,3512GR,199,,7.0,1.0,0.0,,False,False,,https://www.huurstunt.nl/garage/huren/utrecht/annastraat/46218657,,,,,,,3512,28.428571428571427,
390,Huurwoning Monarchvlinderlaan,3544DC,1295,,56.0,3.0,1.0,1.0,False,False,A,https://www.huurstunt.nl/huurwoning/huren/utrecht/monarchvlinderlaan/46280914,,,2590.0,,,,3544,23.125,4.0
391,Appartement Peltlaan,3527EB,1300,,72.0,3.0,2.0,1.0,False,False,E,https://www.huurstunt.nl/appartement/huren/utrecht/peltlaan/46280915,,,3500.0,,,,3527,18.055555555555557,8.0
392,Appartement Weerdsingel Oostzijde,3514AG,1500,,75.0,2.0,1.0,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/weerdsingel-oostzijde/46286016,,,1.8,,,,3514,20.0,
393,Appartement Wijde Begijnestraat,3512AW,1400,,60.0,2.0,1.0,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/wijde-begijnestraat/46282811,,,2.8,,,,3512,23.333333333333332,
394,Appartement Twijnstraat,3511ZH,1050,,36.0,2.0,,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/twijnstraat/46265769,,,,,,,3511,29.166666666666668,
395,Kamer Nachtegaalstraat,3581AN,400,,11.0,1.0,,0.0,False,False,,https://www.huurstunt.nl/kamer/huren/utrecht/nachtegaalstraat/46280879,,,,,,,3581,36.36363636363637,
396,Appartement Maliestraat,3581SH,1745,150.0,60.0,2.0,1.0,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/maliestraat/46284126,,,3.49,,,,3581,29.083333333333332,
397,Appartement Beneluxlaan,3527HX,1395,,75.0,3.0,2.0,1.0,True,False,F,https://www.huurstunt.nl/appartement/huren/utrecht/beneluxlaan/46283045,,,2.79,,,,3527,18.6,9.0
398,Appartement Vleutenseweg,3532HL,1650,,47.0,2.0,1.0,1.0,True,False,,https://www.huurstunt.nl/appartement/huren/utrecht/vleutenseweg/46284672,,,1.65,,,,3532,35.1063829787234,
399,Appartement Rhodosdreef,3562TL,1495,,82.0,3.0,2.0,1.0,True,False,,https://www.huurstunt.nl/appartement/huren/utrecht/rhodosdreef/46282233,,,,,,,3562,18.23170731707317,
400,Studio Ridderschapstraat,3512CN,1250,,41.0,1.0,1.0,1.0,True,False,,https://www.huurstunt.nl/studio/huren/utrecht/ridderschapstraat/46277976,,,,,,,3512,30.48780487804878,
401,Huurwoning Morelstraat,3552GM,1495,,55.0,2.0,1.0,,False,False,F,https://www.huurstunt.nl/huurwoning/huren/utrecht/morelstraat/46281396,,,,,,,3552,27.181818181818183,9.0
402,Kamer St. Janshovenstraat,3572RA,400,,11.0,1.0,,,False,False,,https://www.huurstunt.nl/kamer/huren/utrecht/st-janshovenstraat/46284478,,,,,,,3572,36.36363636363637,
403,Appartement Van Eysingalaan,3527VV,1135,,65.0,4.0,3.0,1.0,True,False,,https://www.huurstunt.nl/appartement/huren/utrecht/van-eysingalaan/46274157,,,,,,,3527,17.46153846153846,
404,Garage Ina Boudier-Bakkerlaan,3582VA,140,,15.0,1.0,0.0,0.0,False,False,,https://www.huurstunt.nl/garage/huren/utrecht/ina-boudier-bakkerlaan/46052731,,,,,,,3582,9.333333333333334,
405,Appartement Nachtegaalstraat,3581AB,1395,,65.0,2.0,1.0,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/nachtegaalstraat/46284489,,,3290.0,,,,3581,21.46153846153846,
406,Studio Europaplein,3526WP,1100,,29.0,1.0,0.0,1.0,False,False,,https://www.huurstunt.nl/studio/huren/utrecht/europaplein/46283821,,,,,,,3526,37.93103448275862,
407,Studio Berlijnplein,3541CM,633,327.0,30.0,1.0,0.0,1.0,False,False,,https://www.huurstunt.nl/studio/huren/utrecht/berlijnplein/46275346,,,1.5,,,,3541,21.1,
408,Appartement Billitonkade,3531TL,1265,,40.0,2.0,1.0,,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/billitonkade/46189717,,,,,,,3531,31.625,
409,Appartement Nieuwegracht,3512LS,1300,,44.0,2.0,1.0,,False,False,A,https://www.huurstunt.nl/appartement/huren/utrecht/nieuwegracht/46211525,,,1.3,,,,3512,29.545454545454547,4.0
410,Appartement Catharijnesingel,3511GM,1600,250.0,32.0,2.0,1.0,0.0,False,False,D,https://www.huurstunt.nl/appartement/huren/utrecht/catharijnesingel/46279713,,,3.7,,,,3511,50.0,7.0
411,Appartement Jansveld,3512BH,1000,,45.0,2.0,,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/jansveld/46264039,,,,,,,3512,22.22222222222222,
412,Appartement Oudegracht,3511AJ,1100,,50.0,1.0,0.0,1.0,False,False,,https://www.huurstunt.nl/appartement/huren/utrecht/oudegracht/46281995,,,,,,,3511,22.0,
